cycle_id,cell_id,timestamp,voltage_mean,voltage_min,voltage_max,current_mean,current_max,temperature_mean,temperature_max,soc_min,soc_max,charge_time_min,discharge_time_min,soh_ground_truth
136,cell_08,2024-02-03 18:00:00,3.6704,3.5014,3.824,1.7921,2.6921,36.23,44.23,0.1287,0.938,62.77,56.81,92.79
137,cell_08,2024-02-04 00:00:00,3.6988,3.5142,3.8524,1.7867,2.7059,39.08,47.08,0.1171,0.9537,61.53,57.8,93.719
138,cell_08,2024-02-04 06:00:00,3.6908,3.5203,3.8445,1.8274,2.7587,39.1,47.1,0.0819,0.9228,60.82,57.34,92.646
139,cell_08,2024-02-04 12:00:00,3.6909,3.5224,3.8446,1.7618,2.7075,40.35,48.56,0.0986,0.9405,63.97,62.5,92.6
140,cell_08,2024-02-04 18:00:00,3.6814,3.5049,3.8348,1.8203,2.7257,38.49,48.88,0.0775,0.9641,61.1,56.14,93.228
141,cell_08,2024-02-05 00:00:00,3.6869,3.5186,3.8405,1.8284,2.7284,37.53,45.53,0.0911,0.9404,62.42,55.65,92.706
142,cell_08,2024-02-05 06:00:00,3.6869,3.5087,3.8404,1.8172,2.7292,37.54,45.54,0.0748,0.9474,59.91,57.89,92.891
143,cell_08,2024-02-05 12:00:00,3.6784,3.5016,3.8318,1.7457,2.7052,41.16,49.16,0.0745,0.9529,60.93,63.43,93.174
144,cell_08,2024-02-05 18:00:00,3.6915,3.5209,3.8532,1.7925,2.724,39.43,47.43,0.0722,0.9529,64.12,61.12,91.974
145,cell_08,2024-02-06 00:00:00,3.7039,3.5134,3.8763,1.7737,2.6737,41.09,54.21,0.1176,0.9447,61.47,62.03,92.139
146,cell_08,2024-02-06 06:00:00,3.673,3.4906,3.8355,1.7963,2.6991,41.3,50.07,0.0744,0.9555,59.61,55.79,91.499
147,cell_08,2024-02-06 12:00:00,3.6934,3.5239,3.8473,1.7667,2.75,37.88,47.08,0.1068,0.9645,62.58,60.89,92.356
148,cell_08,2024-02-06 18:00:00,3.6825,3.5103,3.839,1.8622,2.7996,37.77,45.77,0.0754,0.9394,57.25,56.66,91.132
149,cell_08,2024-02-07 00:00:00,3.6817,3.5102,3.836,1.8093,2.7169,38.81,47.08,0.0731,0.9452,62.03,54.74,91.401
150,cell_08,2024-02-07 06:00:00,3.6885,3.5181,3.8426,1.7191,2.6761,39.92,49.49,0.0918,0.9489,62.87,62.01,91.839
151,cell_08,2024-02-07 12:00:00,3.6889,3.5188,3.8561,1.7335,2.6335,36.9,46.02,0.058,0.957,66.79,61.73,91.968
152,cell_08,2024-02-07 18:00:00,3.6889,3.5173,3.8633,1.8602,2.7767,39.68,48.38,0.0973,0.9503,57.61,56.91,91.358
153,cell_08,2024-02-08 00:00:00,3.6762,3.5053,3.8303,1.791,2.7848,39.61,47.64,0.0813,0.9487,60.55,56.59,91.641
154,cell_08,2024-02-08 06:00:00,3.6979,3.5261,3.8666,1.7805,2.7132,37.31,45.31,0.073,0.9345,61.77,57.43,91.305
155,cell_08,2024-02-08 12:00:00,3.6884,3.5176,3.8425,1.8564,2.8375,37.36,46.21,0.0687,0.9387,56.34,56.64,91.708
156,cell_08,2024-02-08 18:00:00,3.6933,3.5222,3.8475,1.7924,2.6924,39.67,47.83,0.1234,0.9519,58.26,56.02,91.563
157,cell_08,2024-02-09 00:00:00,3.6996,3.5245,3.8566,1.7402,2.6402,42.11,54.38,0.0833,0.9449,61.49,57.86,91.613
158,cell_08,2024-02-09 06:00:00,3.6688,3.498,3.8383,1.7436,2.7016,38.56,48.66,0.0825,0.9466,60.67,61.41,91.999
159,cell_08,2024-02-09 12:00:00,3.6941,3.5239,3.851,1.8314,2.7314,39.49,47.49,0.1015,0.9494,61.77,55.19,91.888
160,cell_08,2024-02-09 18:00:00,3.6863,3.5074,3.8445,1.9015,2.8105,38.09,46.09,0.0672,0.9734,60.2,52.33,91.972
161,cell_08,2024-02-10 00:00:00,3.6978,3.5272,3.8605,1.842,2.7935,39.35,47.35,0.1067,0.945,59.26,54.91,91.765
162,cell_08,2024-02-10 06:00:00,3.68,3.5101,3.8441,1.7809,2.709,38.06,46.06,0.0833,0.9639,62.11,56.27,92.018
163,cell_08,2024-02-10 12:00:00,3.6962,3.5244,3.8557,1.7887,2.6887,38.61,46.61,0.0563,0.9631,61.91,56.83,91.252
164,cell_08,2024-02-10 18:00:00,3.6761,3.4937,3.8407,1.8024,2.7024,42.67,50.67,0.0734,0.958,58.2,59.21,91.115
165,cell_08,2024-02-11 00:00:00,3.6912,3.5137,3.8455,1.699,2.599,39.16,47.16,0.0621,0.9415,64.38,63.2,91.433
166,cell_08,2024-02-11 06:00:00,3.6895,3.5041,3.844,1.8012,2.7249,36.65,44.65,0.0856,0.9514,63.51,55.08,91.135
167,cell_08,2024-02-11 12:00:00,3.6852,3.4973,3.8579,1.8292,2.7549,39.96,48.26,0.0681,0.9461,58.06,57.24,91.163
168,cell_08,2024-02-11 18:00:00,3.6771,3.506,3.8313,1.8886,2.7886,40.69,48.69,0.0659,0.9701,55.77,52.88,91.583
169,cell_08,2024-02-12 00:00:00,3.6833,3.5116,3.8376,1.8545,2.791,40.01,48.01,0.0898,0.9541,57.79,54.29,91.322
170,cell_08,2024-02-12 06:00:00,3.6956,3.523,3.8502,1.8965,2.8183,38.73,49.16,0.0849,0.9479,57.82,56.3,90.94
171,cell_08,2024-02-12 12:00:00,3.7018,3.53,3.8562,1.884,2.784,37.62,46.43,0.1082,0.9678,60.29,57.98,91.291
172,cell_08,2024-02-12 18:00:00,3.7055,3.5321,3.8602,1.8697,2.7966,37.66,45.66,0.1073,0.9465,57.33,53.94,90.646
173,cell_08,2024-02-13 00:00:00,3.691,3.5172,3.8504,1.8013,2.7013,38.72,46.72,0.0852,0.9555,59.34,58.93,90.481
174,cell_08,2024-02-13 06:00:00,3.688,3.5139,3.8476,1.8172,2.7491,38.45,46.45,0.094,0.957,58.72,55.73,90.343
175,cell_08,2024-02-13 12:00:00,3.69,3.5158,3.851,1.7165,2.6165,38.16,46.16,0.0558,0.9535,65.29,61.78,90.316
176,cell_08,2024-02-13 18:00:00,3.7051,3.5225,3.8654,1.8065,2.7309,40.82,50.92,0.0979,0.9489,59.96,57.56,90.537
177,cell_08,2024-02-14 00:00:00,3.6909,3.5171,3.8457,1.8283,2.7515,40.38,50.26,0.0922,0.9584,58.39,56.69,90.483
178,cell_08,2024-02-14 06:00:00,3.6865,3.5114,3.8413,1.7858,2.6858,40.9,48.9,0.1031,0.9437,58.81,59.61,90.442
179,cell_08,2024-02-14 12:00:00,3.6828,3.49,3.8488,1.7229,2.6547,37.82,48.55,0.0779,0.9611,60.58,61.02,90.358
180,cell_08,2024-02-14 18:00:00,3.6838,3.5095,3.8387,1.8791,2.8563,37.62,46.85,0.078,0.9472,60.38,57.48,90.269
181,cell_08,2024-02-15 00:00:00,3.6899,3.5057,3.8445,1.8203,2.7203,39.12,47.52,0.0782,0.9634,59.7,55.97,90.677
182,cell_08,2024-02-15 06:00:00,3.6773,3.4981,3.8416,1.886,2.8337,39.62,49.35,0.1127,0.9605,54.72,56.91,89.852
183,cell_08,2024-02-15 12:00:00,3.6789,3.4915,3.8339,1.8371,2.7914,39.11,48.34,0.0897,0.9555,61.26,57.85,90.116
184,cell_08,2024-02-15 18:00:00,3.685,3.5015,3.8398,1.8684,2.7684,39.52,47.83,0.0541,0.9491,60.72,55.14,90.44
185,cell_08,2024-02-16 00:00:00,3.6816,3.5086,3.8363,1.8582,2.7982,41.38,49.38,0.0969,0.961,57.08,55.7,90.775
186,cell_08,2024-02-16 06:00:00,3.6913,3.5168,3.8574,1.766,2.666,38.67,46.67,0.0747,0.9557,60.17,60.7,90.213
187,cell_08,2024-02-16 12:00:00,3.6918,3.5168,3.8526,1.7746,2.7374,40.21,48.21,0.1057,0.9178,63.67,58.35,90.008
188,cell_08,2024-02-16 18:00:00,3.6872,3.5114,3.8447,1.7786,2.6786,39.78,47.78,0.0948,0.9418,57.59,56.51,89.699
189,cell_08,2024-02-17 00:00:00,3.6898,3.5143,3.8448,1.7517,2.7239,39.14,50.74,0.1088,0.9517,60.52,55.7,89.923
190,cell_08,2024-02-17 06:00:00,3.6865,3.5091,3.8438,1.8883,2.7883,40.14,48.14,0.1048,0.9528,56.95,53.33,90.244
191,cell_08,2024-02-17 12:00:00,3.6478,3.4662,3.8026,1.8021,2.7066,37.85,45.85,0.1027,0.9571,61.9,55.55,90.505
192,cell_08,2024-02-17 18:00:00,3.6756,3.4837,3.8308,1.823,2.723,37.55,47.35,0.1067,0.9655,58.18,53.83,89.573
193,cell_08,2024-02-18 00:00:00,3.6912,3.5148,3.8465,1.7334,2.7083,39.65,48.15,0.1003,0.9559,60.9,59.88,89.421
194,cell_08,2024-02-18 06:00:00,3.6761,3.4889,3.8383,1.8409,2.7409,36.54,45.15,0.0701,0.9292,59.8,54.93,89.681
195,cell_08,2024-02-18 12:00:00,3.6923,3.5126,3.8602,1.7795,2.6795,39.77,47.77,0.0611,0.952,62.24,54.69,89.176
196,cell_08,2024-02-18 18:00:00,3.6942,3.5192,3.8491,1.863,2.8191,37.31,47.13,0.0674,0.9622,55.63,54.09,90.031
197,cell_08,2024-02-19 00:00:00,3.6813,3.5045,3.8366,1.7657,2.7023,41.28,52.34,0.0986,0.9511,58.51,55.47,89.291
198,cell_08,2024-02-19 06:00:00,3.6787,3.502,3.8408,1.8666,2.7666,38.41,46.41,0.0395,0.952,58.62,55.39,89.755
199,cell_08,2024-02-19 12:00:00,3.6847,3.5091,3.8398,1.847,2.747,41.18,50.45,0.0837,0.9451,57.23,54.97,89.75
200,cell_08,2024-02-19 18:00:00,3.6843,3.509,3.8449,1.7767,2.6767,38.68,48.92,0.0787,0.9595,61.71,60.28,89.849
201,cell_08,2024-02-20 00:00:00,3.6909,3.5152,3.846,1.8709,2.8346,38.62,46.62,0.1085,0.9465,55.68,55.31,89.737
202,cell_08,2024-02-20 06:00:00,3.6611,3.4852,3.822,1.8574,2.7784,40.3,51.32,0.0817,0.9559,59.69,56.57,89.661
203,cell_08,2024-02-20 12:00:00,3.6773,3.5018,3.8324,1.8245,2.7332,39.44,49.67,0.0766,0.9543,58.0,55.13,89.789
204,cell_08,2024-02-20 18:00:00,3.6747,3.4872,3.8353,1.7503,2.6749,38.9,46.9,0.1103,0.9505,60.63,60.13,89.911
205,cell_08,2024-02-21 00:00:00,3.6601,3.4856,3.815,1.84,2.74,38.39,49.58,0.0822,0.9548,56.94,57.27,90.199
206,cell_08,2024-02-21 06:00:00,3.679,3.5013,3.8436,1.8033,2.7033,38.41,46.41,0.0789,0.952,57.73,59.39,89.33
207,cell_08,2024-02-21 12:00:00,3.6687,3.4862,3.8241,1.8025,2.7025,42.54,50.54,0.0742,0.9628,59.91,57.31,89.109
208,cell_08,2024-02-21 18:00:00,3.6799,3.5029,3.8397,1.8037,2.7528,36.49,45.85,0.0897,0.9568,59.83,58.85,89.196
209,cell_08,2024-02-22 00:00:00,3.6779,3.4993,3.836,1.7985,2.6985,37.2,47.28,0.0774,0.9604,60.99,58.29,88.536
210,cell_08,2024-02-22 06:00:00,3.6876,3.5094,3.8433,1.7567,2.7094,40.77,48.96,0.0774,0.9424,61.39,60.11,88.72
211,cell_08,2024-02-22 12:00:00,3.6805,3.5022,3.8498,1.7242,2.714,40.65,48.65,0.113,0.9417,61.27,59.09,88.682
212,cell_08,2024-02-22 18:00:00,3.6665,3.4823,3.8254,1.7139,2.6139,37.62,45.62,0.085,0.9506,64.17,57.45,88.955
213,cell_08,2024-02-23 00:00:00,3.6875,3.5051,3.8504,1.815,2.7158,36.37,44.37,0.075,0.9575,56.21,56.62,89.337
214,cell_08,2024-02-23 06:00:00,3.7081,3.5313,3.8635,1.6788,2.6038,40.91,50.59,0.0641,0.9553,65.1,63.31,89.268
215,cell_08,2024-02-23 12:00:00,3.6941,3.5163,3.8521,1.8363,2.78,37.43,45.43,0.088,0.9425,58.34,57.93,88.894
216,cell_08,2024-02-23 18:00:00,3.6902,3.5108,3.8457,1.8253,2.7253,38.26,46.26,0.0728,0.9578,56.83,58.14,88.919
217,cell_08,2024-02-24 00:00:00,3.6826,3.5068,3.8392,1.7849,2.7017,39.14,47.14,0.0766,0.9437,61.13,56.93,89.683
218,cell_08,2024-02-24 06:00:00,3.679,3.5021,3.8343,1.8513,2.7513,37.39,45.39,0.067,0.9567,60.67,56.72,89.259
219,cell_08,2024-02-24 12:00:00,3.6781,3.4987,3.8836,1.787,2.687,40.39,48.39,0.0879,0.9529,58.94,56.79,89.132
220,cell_08,2024-02-24 18:00:00,3.6861,3.5089,3.8476,1.8209,2.8244,39.03,47.03,0.0579,0.9477,59.54,56.92,89.117
221,cell_08,2024-02-25 00:00:00,3.6721,3.4915,3.8409,1.7021,2.6021,37.68,45.68,0.0922,0.9446,62.36,59.18,88.993
222,cell_08,2024-02-25 06:00:00,3.6867,3.4858,3.8419,1.6879,2.6104,37.81,47.77,0.0731,0.9513,63.07,59.31,89.681
223,cell_08,2024-02-25 12:00:00,3.6763,3.4909,3.836,1.7882,2.6882,40.95,48.95,0.0983,0.9508,58.31,56.14,88.608
224,cell_08,2024-02-25 18:00:00,3.6659,3.4742,3.8306,1.8211,2.7332,38.58,46.58,0.0937,0.9395,56.87,54.4,88.71
225,cell_08,2024-02-26 00:00:00,3.6755,3.4908,3.8314,1.8475,2.7751,39.92,51.06,0.0861,0.956,55.75,53.97,88.171
226,cell_08,2024-02-26 06:00:00,3.6952,3.5156,3.851,1.7911,2.7358,38.99,48.68,0.1009,0.9616,60.9,57.36,88.474
227,cell_08,2024-02-26 12:00:00,3.6841,3.5001,3.8496,1.8123,2.7123,36.37,46.42,0.1151,0.9586,57.57,53.92,88.5
228,cell_08,2024-02-26 18:00:00,3.6477,3.4649,3.8033,1.8393,2.7469,40.12,49.13,0.1094,0.9532,58.11,56.07,88.811
229,cell_08,2024-02-27 00:00:00,3.6759,3.4884,3.8317,1.7936,2.703,40.61,51.23,0.0578,0.9455,57.47,53.68,88.433
230,cell_08,2024-02-27 06:00:00,3.6915,3.5117,3.8473,1.8294,2.7294,41.76,51.53,0.0719,0.9513,56.27,52.15,88.315
231,cell_08,2024-02-27 12:00:00,3.6792,3.4995,3.8351,1.7436,2.6436,36.15,44.15,0.0743,0.9487,61.18,56.0,88.119
232,cell_08,2024-02-27 18:00:00,3.6872,3.5071,3.8432,1.7172,2.6617,34.26,42.26,0.0968,0.9512,61.98,56.57,87.971
233,cell_08,2024-02-28 00:00:00,3.678,3.4933,3.834,1.7733,2.6733,39.96,47.96,0.0736,0.9594,59.55,58.53,87.959
234,cell_08,2024-02-28 06:00:00,3.6842,3.5048,3.8405,1.8387,2.8693,38.1,46.1,0.0728,0.9489,58.71,56.19,88.249
235,cell_08,2024-02-28 12:00:00,3.6829,3.4968,3.8454,1.7644,2.7126,36.85,44.85,0.0693,0.9316,60.9,58.07,88.332
236,cell_08,2024-02-28 18:00:00,3.6754,3.4818,3.8566,1.8325,2.7551,39.16,47.16,0.09,0.958,55.83,55.87,87.901
237,cell_08,2024-02-29 00:00:00,3.6871,3.506,3.8433,1.7487,2.7242,38.33,46.33,0.0967,0.954,57.42,58.06,87.56
238,cell_08,2024-02-29 06:00:00,3.697,3.5043,3.8531,1.7709,2.7095,37.09,47.88,0.0598,0.9515,58.1,58.44,87.768
239,cell_08,2024-02-29 12:00:00,3.6854,3.5021,3.8416,1.8121,2.7213,38.88,46.88,0.0737,0.9383,57.69,55.38,87.713
240,cell_08,2024-02-29 18:00:00,3.6823,3.5008,3.8456,1.7666,2.6666,39.85,47.91,0.0461,0.9417,57.7,53.59,87.497
241,cell_08,2024-03-01 00:00:00,3.6733,3.4922,3.8397,1.7751,2.7084,39.26,47.26,0.0362,0.9428,59.27,58.57,87.835
242,cell_08,2024-03-01 06:00:00,3.6919,3.5128,3.8571,1.6696,2.6394,39.27,47.27,0.0937,0.9442,60.56,60.14,88.353
243,cell_08,2024-03-01 12:00:00,3.6764,3.4957,3.8383,1.842,2.742,39.67,49.52,0.0903,0.9451,57.01,56.73,87.704
244,cell_08,2024-03-01 18:00:00,3.686,3.5034,3.8435,1.7941,2.6941,36.46,44.46,0.0874,0.9382,57.3,57.54,86.951
245,cell_08,2024-03-02 00:00:00,3.6894,3.5089,3.8528,1.7527,2.6527,38.92,46.92,0.1157,0.9715,62.89,56.52,87.83
246,cell_08,2024-03-02 06:00:00,3.6915,3.4895,3.8476,1.8916,2.8796,39.36,47.64,0.0505,0.965,57.77,55.3,87.767
247,cell_08,2024-03-02 12:00:00,3.6918,3.5113,3.8479,1.7605,2.6646,38.43,47.84,0.0424,0.9528,62.56,54.22,87.819
248,cell_08,2024-03-02 18:00:00,3.6908,3.5092,3.868,1.7742,2.7472,37.76,45.76,0.0615,0.9497,60.04,57.1,87.377
249,cell_08,2024-03-03 00:00:00,3.6682,3.4861,3.8246,1.7519,2.6529,37.88,48.4,0.0416,0.9683,62.52,57.8,87.155
250,cell_08,2024-03-03 06:00:00,3.6721,3.4899,3.8339,1.8552,2.7552,38.56,46.56,0.0717,0.9662,54.6,55.45,87.122
251,cell_08,2024-03-03 12:00:00,3.6679,3.4845,3.824,1.8717,2.8784,40.37,49.34,0.0957,0.9426,56.43,53.27,87.732
252,cell_08,2024-03-03 18:00:00,3.6674,3.4871,3.8389,1.8667,2.7667,41.29,49.29,0.0899,0.9525,57.86,52.2,87.871
253,cell_08,2024-03-04 00:00:00,3.6959,3.5137,3.8639,1.8662,2.7662,40.99,50.47,0.1046,0.9482,55.92,50.66,87.114
254,cell_08,2024-03-04 06:00:00,3.6701,3.4867,3.8268,1.7701,2.6932,36.66,48.71,0.0914,0.9473,57.05,55.6,86.634
255,cell_08,2024-03-04 12:00:00,3.6698,3.4883,3.8261,1.8836,2.7836,37.59,45.59,0.0759,0.9483,56.53,52.63,87.384
256,cell_08,2024-03-04 18:00:00,3.6798,3.4971,3.839,1.7902,2.7291,39.99,47.99,0.0735,0.9491,61.01,54.51,86.919
257,cell_08,2024-03-05 00:00:00,3.673,3.4905,3.8295,1.7229,2.6452,40.95,48.95,0.0927,0.9521,60.72,58.38,86.978
258,cell_08,2024-03-05 06:00:00,3.7033,3.5013,3.8646,1.7787,2.703,37.55,45.55,0.0534,0.9522,57.29,56.02,87.119
259,cell_08,2024-03-05 12:00:00,3.6782,3.4965,3.845,1.8163,2.7163,39.27,47.27,0.0204,0.9644,55.04,52.58,87.313
260,cell_08,2024-03-05 18:00:00,3.6849,3.5023,3.8446,1.7678,2.6678,37.3,45.3,0.0918,0.9419,56.69,53.41,86.956
261,cell_08,2024-03-06 00:00:00,3.673,3.4911,3.8294,1.8073,2.7073,39.41,47.41,0.0887,0.9597,59.52,57.28,87.231
262,cell_08,2024-03-06 06:00:00,3.6641,3.4796,3.8205,1.8268,2.7268,38.03,46.03,0.1154,0.9392,57.16,55.77,87.152
263,cell_08,2024-03-06 12:00:00,3.6725,3.4887,3.8292,1.8205,2.7352,39.27,47.27,0.0979,0.9524,55.35,53.95,86.498
264,cell_08,2024-03-06 18:00:00,3.6739,3.4867,3.8302,1.8328,2.7328,37.18,47.95,0.0902,0.9604,59.25,54.31,87.353
265,cell_08,2024-03-07 00:00:00,3.6733,3.4895,3.8298,1.791,2.691,36.55,47.84,0.0778,0.9557,57.96,53.16,87.055
266,cell_08,2024-03-07 06:00:00,3.6634,3.4712,3.8203,1.7636,2.6636,43.65,52.94,0.0678,0.9468,60.45,54.39,86.294
267,cell_08,2024-03-07 12:00:00,3.681,3.4972,3.8378,1.7265,2.6459,39.1,47.1,0.0784,0.9528,61.96,59.04,86.455
268,cell_08,2024-03-07 18:00:00,3.6767,3.4933,3.8414,1.7956,2.73,42.2,50.2,0.1031,0.9665,59.23,52.9,86.734
269,cell_08,2024-03-08 00:00:00,3.6646,3.4746,3.8275,1.7731,2.6731,41.26,49.26,0.0933,0.9441,61.44,53.41,86.687
270,cell_08,2024-03-08 06:00:00,3.6814,3.4985,3.8432,1.7941,2.6941,36.55,45.82,0.1027,0.9557,60.41,55.53,86.866
271,cell_08,2024-03-08 12:00:00,3.6878,3.4987,3.8487,1.6965,2.6272,39.54,50.07,0.0861,0.9597,59.1,60.42,86.804
272,cell_08,2024-03-08 18:00:00,3.6915,3.5016,3.8483,1.7241,2.6324,37.06,45.39,0.066,0.9461,59.14,56.35,86.321
273,cell_08,2024-03-09 00:00:00,3.6545,3.4689,3.8116,1.8255,2.7848,38.56,48.27,0.1072,0.9674,58.95,54.4,85.786
274,cell_08,2024-03-09 06:00:00,3.6728,3.4737,3.8294,1.7182,2.6182,36.17,45.06,0.1054,0.9707,61.5,59.96,86.709
275,cell_08,2024-03-09 12:00:00,3.6666,3.4786,3.8386,1.7905,2.6905,36.64,44.64,0.0877,0.9609,57.89,57.58,86.862
276,cell_08,2024-03-09 18:00:00,3.6734,3.4899,3.8301,1.7585,2.7128,37.72,47.74,0.0951,0.961,61.25,55.96,86.612
277,cell_08,2024-03-10 00:00:00,3.6942,3.5015,3.8508,1.7553,2.6553,38.18,48.07,0.094,0.9327,60.21,55.21,86.871
278,cell_08,2024-03-10 06:00:00,3.6723,3.4882,3.8291,1.8043,2.7043,39.06,47.06,0.0746,0.9368,56.7,54.99,86.372
279,cell_08,2024-03-10 12:00:00,3.6751,3.4835,3.8318,1.8014,2.7461,37.45,47.06,0.0788,0.9492,56.35,57.23,86.569
280,cell_08,2024-03-10 18:00:00,3.6713,3.4843,3.8306,1.8273,2.7998,39.22,47.22,0.0658,0.9434,58.73,54.93,86.397
281,cell_08,2024-03-11 00:00:00,3.6966,3.5138,3.8546,1.7449,2.6541,40.7,48.7,0.0787,0.9563,61.82,59.48,86.882
282,cell_08,2024-03-11 06:00:00,3.6555,3.4636,3.8127,1.7558,2.6558,39.41,48.19,0.1046,0.9215,60.99,56.08,85.658
283,cell_08,2024-03-11 12:00:00,3.6743,3.4906,3.831,1.8562,2.8329,38.9,47.62,0.1008,0.9562,57.55,50.48,86.549
284,cell_08,2024-03-11 18:00:00,3.67,3.4845,3.8327,1.7888,2.7076,39.51,49.29,0.0952,0.9482,55.73,54.37,85.78
285,cell_08,2024-03-12 00:00:00,3.662,3.4775,3.819,1.8183,2.7293,36.85,44.85,0.1032,0.9446,56.23,56.32,86.171
286,cell_08,2024-03-12 06:00:00,3.6897,3.4963,3.8468,1.7751,2.6751,40.43,49.56,0.0767,0.9691,56.99,52.39,85.784
287,cell_08,2024-03-12 12:00:00,3.6615,3.4773,3.8303,1.8228,2.7793,37.2,45.2,0.0605,0.9469,55.46,54.66,86.332
288,cell_08,2024-03-12 18:00:00,3.6749,3.4796,3.8317,1.6756,2.5756,41.33,49.33,0.0809,0.9338,63.64,57.98,86.321
289,cell_08,2024-03-13 00:00:00,3.678,3.4925,3.835,1.8576,2.7576,40.16,48.16,0.0824,0.9546,53.37,52.14,85.834
290,cell_08,2024-03-13 06:00:00,3.6715,3.4836,3.8421,1.7772,2.772,39.83,49.77,0.0975,0.9538,57.96,55.57,86.013
291,cell_08,2024-03-13 12:00:00,3.6621,3.4702,3.8296,1.7376,2.6376,39.9,47.92,0.0942,0.9483,61.79,56.1,86.313
292,cell_08,2024-03-13 18:00:00,3.6774,3.4849,3.8343,1.7469,2.6949,39.0,47.0,0.1042,0.9735,60.8,58.62,86.022
293,cell_08,2024-03-14 00:00:00,3.6708,3.4829,3.828,1.7868,2.7557,37.82,48.67,0.0437,0.9521,56.15,53.48,85.599
294,cell_08,2024-03-14 06:00:00,3.6868,3.5014,3.8439,1.7945,2.705,37.59,45.59,0.068,0.9601,54.73,56.02,85.833
295,cell_08,2024-03-14 12:00:00,3.6835,3.4975,3.8407,1.8071,2.7071,41.63,49.63,0.0822,0.9532,56.35,51.68,85.588
296,cell_08,2024-03-14 18:00:00,3.6982,3.5129,3.8675,1.7404,2.6719,39.15,47.15,0.0936,0.9627,59.75,55.25,85.857
297,cell_08,2024-03-15 00:00:00,3.6795,3.4934,3.8496,1.8436,2.8131,37.33,45.33,0.1259,0.9467,57.68,51.01,85.576
298,cell_08,2024-03-15 06:00:00,3.6847,3.4992,3.8434,1.7738,2.6909,39.78,47.78,0.0645,0.9394,58.24,53.54,85.839
299,cell_08,2024-03-15 12:00:00,3.6742,3.4872,3.8381,1.7713,2.6713,39.51,47.51,0.0698,0.9577,56.36,55.2,85.191
300,cell_08,2024-03-15 18:00:00,3.6952,3.4906,3.8525,1.7887,2.704,38.51,46.99,0.0755,0.953,58.38,53.52,85.391
301,cell_08,2024-03-16 00:00:00,3.6779,3.4909,3.8353,1.8331,2.7331,37.65,45.65,0.0691,0.958,55.22,50.47,85.2
302,cell_08,2024-03-16 06:00:00,3.6771,3.4793,3.8344,1.7983,2.6983,40.1,48.1,0.0662,0.9438,58.83,56.2,85.39
303,cell_08,2024-03-16 12:00:00,3.6829,3.4953,3.8436,1.7729,2.6729,40.42,48.42,0.0849,0.9548,54.78,55.66,84.984
304,cell_08,2024-03-16 18:00:00,3.6713,3.4842,3.8377,1.7838,2.6869,39.48,47.48,0.1037,0.9341,56.83,57.04,85.173
305,cell_08,2024-03-17 00:00:00,3.6735,3.4877,3.8307,1.861,2.761,39.11,47.11,0.0864,0.9452,54.81,54.14,85.671
306,cell_08,2024-03-17 06:00:00,3.684,3.4982,3.853,1.8528,2.7653,37.83,50.11,0.0668,0.943,56.0,53.06,85.707
307,cell_08,2024-03-17 12:00:00,3.6835,3.4847,3.8415,1.8183,2.7444,39.72,50.73,0.0801,0.955,54.75,52.53,84.143
308,cell_08,2024-03-17 18:00:00,3.6831,3.489,3.8415,1.8074,2.7074,38.05,48.73,0.0632,0.9452,55.7,55.95,84.727
309,cell_08,2024-03-18 00:00:00,3.677,3.4899,3.8344,1.9157,2.8157,37.09,45.09,0.1037,0.9363,54.61,50.29,85.185
310,cell_08,2024-03-18 06:00:00,3.6801,3.4653,3.85,1.8232,2.7284,40.69,48.69,0.1134,0.9443,54.06,53.35,84.918
311,cell_08,2024-03-18 12:00:00,3.687,3.4993,3.8495,1.809,2.7998,37.46,45.46,0.0521,0.956,54.86,52.58,84.925
312,cell_08,2024-03-18 18:00:00,3.6665,3.4783,3.824,1.7899,2.7128,36.15,47.84,0.0886,0.9513,54.7,52.87,84.972
313,cell_08,2024-03-19 00:00:00,3.6768,3.4881,3.8353,1.8178,2.7186,40.96,50.63,0.0684,0.9425,54.44,54.93,84.515
314,cell_08,2024-03-19 06:00:00,3.6482,3.4604,3.8058,1.6477,2.5477,36.38,44.38,0.0853,0.9584,61.84,57.15,84.867
315,cell_08,2024-03-19 12:00:00,3.6848,3.4972,3.8423,1.8514,2.7802,38.42,47.15,0.0823,0.9657,53.35,50.34,84.944
316,cell_08,2024-03-19 18:00:00,3.6694,3.473,3.827,1.7364,2.6468,37.36,45.36,0.0572,0.9591,56.13,57.03,84.835
317,cell_08,2024-03-20 00:00:00,3.6695,3.4755,3.8271,1.7641,2.6995,37.91,45.91,0.1082,0.9269,60.46,56.69,84.684
318,cell_08,2024-03-20 06:00:00,3.676,3.475,3.8389,1.73,2.63,42.34,50.34,0.081,0.9524,58.55,58.39,84.788
319,cell_08,2024-03-20 12:00:00,3.6829,3.494,3.8407,1.7632,2.6692,38.85,48.33,0.0746,0.9486,59.39,55.57,84.461
320,cell_08,2024-03-20 18:00:00,3.7014,3.508,3.8589,1.783,2.683,39.54,49.52,0.0863,0.9296,58.56,53.47,84.987
321,cell_08,2024-03-21 00:00:00,3.661,3.4689,3.8188,1.8445,2.763,40.19,48.23,0.0666,0.9371,53.06,52.21,84.372
322,cell_08,2024-03-21 06:00:00,3.6681,3.4746,3.8311,1.8645,2.7645,38.03,46.03,0.0803,0.958,54.37,49.88,84.371
