cell_id,usage_profile,cycle_id,timestamp,voltage_mean,voltage_min,voltage_max,current_mean,current_max,temperature_mean,temperature_max,soc_min,soc_max,charge_time_min,discharge_time_min,soh_ground_truth,charge_time,discharge_depth,c_rate,internal_resistance_proxy,cumulative_time_above_40C,cumulative_deep_dod_cycles,cumulative_cycle_count
CELL_06,aggressive,122,2025-01-13 11:10:36,3.522,2.911,4.202,9.787,13.66,46.18,52.64,8.99,98.12,29.28,26.75,92.08,29.28,89.13000000000001,1.9574000000000003,0.33333333333333337,122,122,122
CELL_06,aggressive,123,2025-01-13 14:01:11,3.617,2.992,4.225,8.973,13.333,44.86,51.29,2.26,98.02,36.0,33.27,92.025,36.0,95.75999999999999,1.7946000000000002,0.28279816513761463,123,123,123
CELL_06,aggressive,124,2025-01-13 16:43:29,3.678,3.06,4.262,8.938,12.476,48.65,55.44,4.35,99.46,34.58,33.86,91.966,34.58,95.11,1.7876,0.3397399660825323,124,124,124
CELL_06,aggressive,125,2025-01-13 18:38:25,3.579,2.975,4.239,8.259,10.918,43.85,48.1,5.47,99.08,35.35,31.05,91.909,35.35,93.61,1.6518000000000002,0.4753666792027079,125,125,125
CELL_06,aggressive,126,2025-01-13 21:15:53,3.625,3.029,4.264,8.235,11.234,44.04,48.85,1.39,99.96,34.32,35.09,91.863,34.32,98.57,1.6469999999999998,0.41180393464488163,126,126,126
CELL_06,aggressive,127,2025-01-13 23:48:09,3.642,3.084,4.174,8.847,11.483,44.29,50.12,0.28,96.81,29.97,32.06,91.788,29.97,96.53,1.7693999999999999,0.4135053110773899,127,127,127
CELL_06,aggressive,128,2025-01-14 02:32:58,3.566,2.99,4.174,8.476,11.789,47.69,54.21,3.6,98.9,31.62,33.07,91.722,31.62,95.30000000000001,1.6952000000000003,0.35738001811047404,128,128,128
CELL_06,aggressive,129,2025-01-14 04:31:52,3.648,3.072,4.222,9.085,11.29,44.43,49.47,0.81,99.81,34.21,32.49,91.662,34.21,99.0,1.8170000000000002,0.5215419501133792,129,129,129
CELL_06,aggressive,130,2025-01-14 06:45:11,3.603,3.068,4.199,8.775,11.041,46.17,52.29,10.88,98.73,31.9,28.38,91.598,31.9,87.85000000000001,1.7550000000000001,0.49911738746690193,130,130,130
CELL_06,aggressive,131,2025-01-14 09:33:50,3.635,3.098,4.176,8.933,12.115,46.55,49.85,5.99,99.32,31.27,26.83,91.542,31.27,93.33,1.7866,0.3387806411062226,131,131,131
CELL_06,aggressive,132,2025-01-14 12:09:37,3.565,2.961,4.182,9.409,12.477,42.58,45.66,6.21,97.53,31.15,27.8,91.478,31.15,91.32000000000001,1.8818000000000001,0.39797913950456343,132,132,132
CELL_06,aggressive,133,2025-01-14 13:53:05,3.709,3.09,4.257,9.917,13.01,46.28,50.99,3.45,96.69,29.96,26.38,91.407,29.96,93.24,1.9834,0.37730358874878756,133,133,133
CELL_06,aggressive,134,2025-01-14 15:59:26,3.63,3.094,4.202,9.562,13.909,47.68,52.62,2.87,96.55,33.56,26.27,91.339,33.56,93.67999999999999,1.9123999999999999,0.2548884288014722,134,134,134
CELL_06,aggressive,135,2025-01-14 17:52:09,3.578,2.931,4.234,9.214,13.094,46.63,53.3,6.65,99.79,34.61,32.02,91.264,34.61,93.14,1.8428,0.3358247422680413,135,135,135
CELL_06,aggressive,136,2025-01-14 20:49:16,3.639,2.995,4.246,9.141,12.788,42.79,49.58,5.0,96.75,33.35,27.56,91.216,33.35,91.75,1.8282,0.34302166163970393,136,136,136
CELL_06,aggressive,137,2025-01-14 23:00:53,3.599,2.935,4.19,9.134,11.767,44.01,50.96,0.92,96.63,32.59,29.53,91.149,32.59,95.71,1.8268,0.47664261298898625,137,137,137
CELL_06,aggressive,138,2025-01-15 01:03:00,3.608,3.079,4.204,7.884,10.564,47.05,51.68,1.27,98.42,36.83,38.31,91.084,36.83,97.15,1.5768,0.4197761194029849,138,138,138
CELL_06,aggressive,139,2025-01-15 03:16:46,3.638,3.065,4.208,8.318,10.782,43.94,49.44,2.36,99.88,38.26,36.99,91.008,38.26,97.52,1.6636,0.46387987012987014,139,139,139
CELL_06,aggressive,140,2025-01-15 05:20:45,3.625,3.031,4.222,9.256,12.917,45.01,50.08,6.64,97.09,33.45,32.21,90.937,33.45,90.45,1.8512,0.3253209505599564,140,140,140
CELL_06,aggressive,141,2025-01-15 07:08:25,3.61,3.037,4.18,8.48,10.887,48.27,54.85,6.82,96.71,36.23,33.21,90.87,36.23,89.88999999999999,1.6960000000000002,0.47486497714997916,141,141,141
CELL_06,aggressive,142,2025-01-15 09:56:16,3.56,2.965,4.201,9.374,12.513,45.23,49.88,1.17,96.4,29.37,36.26,90.799,29.37,95.23,1.8748,0.3937559732398853,142,142,142
CELL_06,aggressive,143,2025-01-15 12:00:12,3.545,2.904,4.176,8.798,12.409,47.65,53.95,2.65,97.27,34.28,30.43,90.733,34.28,94.61999999999999,1.7596,0.35225699252284687,143,143,143
CELL_06,aggressive,144,2025-01-15 14:55:03,3.717,3.089,4.266,8.963,11.927,45.37,49.86,9.71,98.31,32.36,31.43,90.676,32.36,88.6,1.7925999999999997,0.3970985155195681,144,144,144
CELL_06,aggressive,145,2025-01-15 16:38:06,3.593,2.992,4.215,8.465,12.55,43.14,48.42,1.76,99.74,34.5,35.78,90.618,34.5,97.97999999999999,1.693,0.29938800489596074,145,145,145
CELL_06,aggressive,146,2025-01-15 19:00:35,3.612,3.091,4.178,8.862,10.898,47.22,52.0,4.12,97.57,32.3,30.97,90.547,32.3,93.44999999999999,1.7724,0.5338899803536346,146,146,146
CELL_06,aggressive,147,2025-01-15 22:10:34,3.632,3.064,4.257,8.865,13.236,43.8,47.15,2.44,98.93,36.82,33.31,90.49,36.82,96.49000000000001,1.7730000000000001,0.2729352550903682,147,147,147
CELL_06,aggressive,148,2025-01-16 00:57:48,3.633,2.971,4.231,9.331,12.786,47.62,51.74,9.46,96.45,31.66,32.48,90.432,31.66,86.99000000000001,1.8661999999999999,0.3646888567293776,148,148,148
CELL_06,aggressive,149,2025-01-16 03:54:05,3.663,3.066,4.248,8.635,12.604,43.87,48.84,13.78,99.45,34.11,32.97,90.361,34.11,85.67,1.7269999999999999,0.29780801209372654,149,149,149
CELL_06,aggressive,150,2025-01-16 06:46:07,3.622,3.01,4.238,8.929,10.987,44.69,51.25,0.0,96.41,34.22,30.86,90.299,34.22,96.41,1.7858,0.5966958211856175,150,150,150
CELL_06,aggressive,151,2025-01-16 08:51:05,3.665,3.064,4.225,9.274,13.881,43.56,50.53,0.0,98.65,29.19,34.91,90.212,29.19,98.65,1.8547999999999998,0.2520078141957889,151,151,151
CELL_06,aggressive,152,2025-01-16 11:45:09,3.586,2.949,4.176,9.103,11.248,47.46,52.17,0.05,99.05,33.33,28.56,90.133,33.33,99.0,1.8206,0.5720279720279723,152,152,152
CELL_06,aggressive,153,2025-01-16 14:47:01,3.565,2.9,4.184,8.923,13.381,45.27,51.11,4.82,97.23,32.16,32.41,90.069,32.16,92.41,1.7846,0.28802153432032307,153,153,153
CELL_06,aggressive,154,2025-01-16 17:06:31,3.635,3.031,4.212,8.818,11.284,46.15,51.66,0.0,97.18,36.7,35.82,90.0,36.7,97.18,1.7635999999999998,0.4789132197891318,154,154,154
CELL_06,aggressive,155,2025-01-16 19:03:21,3.619,2.952,4.216,8.587,11.972,46.03,52.39,1.72,98.04,35.69,35.73,89.912,35.69,96.32000000000001,1.7174,0.37341211225997056,155,155,155
CELL_06,aggressive,156,2025-01-16 21:49:29,3.614,3.033,4.186,9.04,11.795,44.03,47.26,0.0,96.14,25.65,29.71,89.847,25.65,96.14,1.8079999999999998,0.4185117967332122,156,156,156
CELL_06,aggressive,157,2025-01-17 00:52:18,3.632,2.97,4.233,8.547,11.312,45.23,51.62,8.7,99.95,36.81,33.55,89.77,36.81,91.25,1.7094,0.45678119349005425,157,157,157
CELL_06,aggressive,158,2025-01-17 02:25:56,3.578,2.925,4.222,9.7,12.173,43.74,50.43,0.0,98.13,32.07,28.28,89.674,32.07,98.13,1.94,0.5244642135058634,158,158,158
CELL_06,aggressive,159,2025-01-17 04:04:08,3.638,3.06,4.196,8.478,12.511,42.41,45.62,8.39,98.54,32.37,26.0,89.609,32.37,90.15,1.6956,0.2816761715844284,159,159,159
CELL_06,aggressive,160,2025-01-17 05:51:07,3.549,2.921,4.235,7.752,9.81,43.98,48.64,9.87,99.45,34.71,33.92,89.567,34.71,89.58,1.5504,0.6384839650145773,160,160,160
CELL_06,aggressive,161,2025-01-17 08:49:46,3.665,3.05,4.256,9.472,12.159,44.14,51.0,2.09,97.37,33.43,28.9,89.489,33.43,95.28,1.8943999999999999,0.4488276888723483,161,161,161
CELL_06,aggressive,162,2025-01-17 11:13:11,3.586,3.03,4.219,9.202,12.461,45.88,50.78,2.25,96.87,34.48,33.95,89.418,34.48,94.62,1.8404,0.3648358392144831,162,162,162
CELL_06,aggressive,163,2025-01-17 13:53:21,3.569,2.917,4.239,8.918,10.954,46.68,51.03,8.26,99.26,32.75,32.53,89.37,32.75,91.0,1.7835999999999999,0.6493123772102157,163,163,163
CELL_06,aggressive,164,2025-01-17 15:30:24,3.595,2.978,4.22,9.577,13.418,45.3,50.8,0.0,96.67,26.59,31.93,89.282,26.59,96.67,1.9154,0.3233532934131736,164,164,164
CELL_06,aggressive,165,2025-01-17 18:05:57,3.61,2.982,4.262,9.453,13.954,49.47,54.1,7.92,97.56,29.78,27.24,89.208,29.78,89.64,1.8905999999999998,0.28438124861141945,165,165,165
CELL_06,aggressive,166,2025-01-17 20:32:58,3.663,3.039,4.266,8.399,10.306,44.2,49.24,0.56,99.56,37.35,34.46,89.158,37.35,99.0,1.6797999999999997,0.6434189826953329,166,166,166
CELL_06,aggressive,167,2025-01-17 23:19:37,3.529,2.918,4.194,8.209,11.506,41.87,47.57,1.25,97.07,36.11,34.64,89.098,36.11,95.82,1.6418,0.3870185016681831,167,167,167
CELL_06,aggressive,168,2025-01-18 02:04:53,3.629,3.034,4.265,8.982,11.231,42.42,48.06,8.14,99.84,37.94,32.03,89.025,37.94,91.7,1.7963999999999998,0.5473543797243218,168,168,168
CELL_06,aggressive,169,2025-01-18 04:27:19,3.622,3.056,4.189,8.489,10.409,43.72,48.11,1.42,98.55,34.22,35.08,88.948,34.22,97.13,1.6978000000000002,0.5901041666666667,169,169,169
CELL_06,aggressive,170,2025-01-18 06:29:27,3.556,2.911,4.239,9.044,11.435,48.18,53.45,0.0,96.89,29.85,32.43,88.876,29.85,96.89,1.8088000000000002,0.5554161438728564,170,170,170
CELL_06,aggressive,171,2025-01-18 08:45:14,3.628,3.004,4.254,9.1,12.923,45.24,48.27,0.51,97.01,35.4,29.78,88.78,35.4,96.5,1.8199999999999998,0.32696834946377173,171,171,171
CELL_06,aggressive,172,2025-01-18 11:27:49,3.675,3.037,4.242,8.537,12.593,47.73,51.45,4.71,96.04,35.01,33.45,88.713,35.01,91.33000000000001,1.7074000000000003,0.2970907297830376,172,172,172
CELL_06,aggressive,173,2025-01-18 13:58:43,3.577,2.951,4.246,8.931,12.045,46.94,53.37,6.53,99.61,32.24,32.64,88.648,32.24,93.08,1.7861999999999998,0.4158638407193321,173,173,173
CELL_06,aggressive,174,2025-01-18 16:04:31,3.668,3.082,4.258,9.133,12.455,42.78,48.2,0.47,99.47,29.96,35.16,88.572,29.96,99.0,1.8265999999999998,0.3540036122817579,174,174,174
CELL_06,aggressive,175,2025-01-18 19:07:06,3.674,3.053,4.249,8.59,11.617,44.53,47.86,0.0,96.57,36.64,37.62,88.509,36.64,96.57,1.718,0.39511067063098754,175,175,175
CELL_06,aggressive,176,2025-01-18 21:36:03,3.565,2.948,4.223,8.956,11.373,42.97,49.75,6.1,97.03,34.3,30.9,88.442,34.3,90.93,1.7912,0.5275134464211833,176,176,176
CELL_06,aggressive,177,2025-01-18 23:50:29,3.575,2.906,4.243,8.224,11.595,44.63,48.59,1.22,98.07,35.19,39.12,88.376,35.19,96.85,1.6448,0.3966182141797686,177,177,177
CELL_06,aggressive,178,2025-01-19 01:32:07,3.654,3.058,4.254,8.78,12.701,44.96,51.89,1.89,97.82,31.69,29.77,88.303,31.69,95.92999999999999,1.7559999999999998,0.30502422851313427,178,178,178
CELL_06,aggressive,179,2025-01-19 03:42:28,3.68,3.072,4.27,9.02,11.951,48.24,53.48,0.13,99.13,30.17,33.36,88.223,30.17,99.0,1.8039999999999998,0.40873422040259266,179,179,179
CELL_06,aggressive,180,2025-01-19 06:17:42,3.684,3.075,4.254,8.354,11.619,47.89,53.51,9.21,99.97,38.59,33.48,88.173,38.59,90.75999999999999,1.6707999999999998,0.3611026033690656,180,180,180
CELL_06,aggressive,181,2025-01-19 08:10:27,3.576,2.945,4.204,9.18,13.643,42.79,46.9,0.1,97.15,31.35,31.52,88.115,31.35,97.05000000000001,1.8359999999999999,0.28209724400627373,181,181,181
CELL_06,aggressive,182,2025-01-19 09:47:47,3.583,2.952,4.196,9.563,13.148,43.23,47.63,1.43,99.14,31.42,31.8,88.045,31.42,97.71,1.9126,0.3470013947001395,182,182,182
CELL_06,aggressive,183,2025-01-19 12:05:57,3.581,2.957,4.186,8.558,10.851,44.72,49.62,8.96,99.26,32.25,33.67,87.98,32.25,90.30000000000001,1.7116,0.5359790667248144,183,183,183
CELL_06,aggressive,184,2025-01-19 14:07:06,3.636,3.084,4.18,8.657,10.408,44.0,48.3,0.0,98.07,32.27,37.39,87.914,32.27,98.07,1.7314,0.6259280411193604,184,184,184
CELL_06,aggressive,185,2025-01-19 15:46:58,3.567,2.911,4.24,9.084,11.66,45.66,50.78,1.24,97.41,33.0,31.14,87.84,33.0,96.17,1.8168,0.515916149068323,185,185,185
CELL_06,aggressive,186,2025-01-19 18:35:58,3.616,2.961,4.214,8.868,12.037,43.69,50.16,6.91,99.04,38.23,29.41,87.767,38.23,92.13000000000001,1.7736,0.3953928684127486,186,186,186
CELL_06,aggressive,187,2025-01-19 20:17:05,3.668,3.073,4.233,9.353,11.915,42.72,47.28,0.0,96.48,32.02,31.01,87.683,32.02,96.48,1.8706,0.4527712724434036,187,187,187
CELL_06,aggressive,188,2025-01-19 22:04:16,3.662,3.086,4.242,10.203,15.174,42.43,47.27,0.0,96.18,29.65,28.82,87.621,29.65,96.18,2.0406,0.23254878294105816,188,188,188
CELL_06,aggressive,189,2025-01-20 01:05:37,3.562,2.968,4.175,9.235,12.065,45.86,48.93,0.0,98.98,31.99,30.42,87.556,31.99,98.98,1.847,0.42650176678445223,189,189,189
CELL_06,aggressive,190,2025-01-20 02:43:20,3.645,3.094,4.18,8.721,10.654,46.96,53.77,3.57,97.01,33.94,33.22,87.489,33.94,93.44000000000001,1.7442,0.561821003621314,190,190,190
CELL_06,aggressive,191,2025-01-20 04:26:00,3.66,3.06,4.207,8.705,10.864,44.94,49.77,10.58,98.34,32.12,32.18,87.431,32.12,87.76,1.741,0.5312644742936542,191,191,191
CELL_06,aggressive,192,2025-01-20 06:14:18,3.64,3.04,4.186,8.705,12.974,42.73,49.58,7.69,99.56,31.3,31.54,87.371,31.3,91.87,1.741,0.2684469430780042,192,192,192
CELL_06,aggressive,193,2025-01-20 08:02:47,3.614,3.035,4.191,9.211,11.964,45.17,50.99,0.0,97.49,31.44,32.81,87.294,31.44,97.49,1.8422,0.41990555757355597,193,193,193
CELL_06,aggressive,194,2025-01-20 10:10:52,3.667,3.088,4.265,9.249,11.892,46.85,50.82,5.56,99.28,39.48,29.28,87.233,39.48,93.72,1.8498,0.4453272796065078,194,194,194
CELL_06,aggressive,195,2025-01-20 11:59:53,3.653,3.079,4.22,9.978,13.919,42.56,45.65,1.89,98.28,36.14,29.48,87.173,36.14,96.39,1.9956,0.28952042628774405,195,195,195
CELL_06,aggressive,196,2025-01-20 14:09:19,3.572,3.02,4.177,8.2,11.013,47.37,53.03,4.34,97.97,37.3,33.62,87.115,37.3,93.63,1.64,0.41130465694987534,196,196,196
CELL_06,aggressive,197,2025-01-20 17:01:47,3.613,3.027,4.184,9.46,11.973,43.83,49.2,10.31,98.69,35.53,32.48,87.058,35.53,88.38,1.8920000000000001,0.46040588937524873,197,197,197
CELL_06,aggressive,198,2025-01-20 19:48:39,3.644,3.065,4.194,8.945,12.68,42.36,45.96,0.0,98.02,30.72,31.54,87.01,30.72,98.02,1.7890000000000001,0.3022757697456493,198,198,198
CELL_06,aggressive,199,2025-01-20 22:02:45,3.645,3.015,4.21,8.476,10.342,46.49,53.48,4.81,99.12,32.19,36.07,86.929,32.19,94.31,1.6952000000000003,0.6404072883172562,199,199,199
CELL_06,aggressive,200,2025-01-21 00:16:19,3.615,2.978,4.267,8.973,11.322,44.53,48.13,1.06,99.21,34.87,31.72,86.876,34.87,98.14999999999999,1.7946000000000002,0.5487441464452963,200,200,200
CELL_06,aggressive,201,2025-01-21 02:11:16,3.682,3.028,4.217,7.664,9.353,45.42,48.82,6.86,98.43,34.44,39.24,86.824,34.44,91.57000000000001,1.5328,0.7039668442865599,201,201,201
CELL_06,aggressive,202,2025-01-21 03:57:24,3.661,3.071,4.212,9.894,14.071,45.07,49.02,0.18,99.03,29.62,29.02,86.76,29.62,98.85,1.9788000000000001,0.2731625568589896,202,202,202
CELL_06,aggressive,203,2025-01-21 06:32:35,3.639,3.061,4.264,9.723,12.675,44.65,48.5,0.0,98.77,32.07,31.51,86.674,32.07,98.77,1.9446,0.40752032520325215,203,203,203
CELL_06,aggressive,204,2025-01-21 09:26:19,3.615,2.93,4.272,9.105,12.044,45.64,49.44,7.72,98.78,30.67,32.02,86.605,30.67,91.06,1.8210000000000002,0.45661789724396057,204,204,204
CELL_06,aggressive,205,2025-01-21 11:32:46,3.619,3.028,4.211,9.243,12.379,45.67,52.38,0.63,98.21,35.02,34.43,86.529,35.02,97.58,1.8486,0.377232142857143,205,205,205
CELL_06,aggressive,206,2025-01-21 13:31:44,3.615,2.992,4.253,9.292,12.775,49.67,55.25,3.68,99.81,26.69,28.86,86.45,26.69,96.13,1.8584,0.362044214757393,206,206,206
CELL_06,aggressive,207,2025-01-21 15:15:02,3.65,3.073,4.256,9.047,12.515,47.18,50.91,5.42,97.39,31.9,29.08,86.383,31.9,91.97,1.8094000000000001,0.3411188004613611,207,207,207
CELL_06,aggressive,208,2025-01-21 18:10:21,3.628,2.993,4.2,8.713,12.057,45.21,50.15,0.31,98.29,34.7,35.06,86.338,34.7,97.98,1.7426,0.36094497607655496,208,208,208
CELL_06,aggressive,209,2025-01-21 21:07:02,3.643,3.004,4.227,9.422,13.837,45.3,49.69,9.63,98.81,35.4,26.37,86.279,35.4,89.18,1.8844,0.2770101925254814,209,209,209
CELL_06,aggressive,210,2025-01-21 23:53:51,3.604,2.993,4.225,8.821,12.917,42.65,48.87,10.62,98.24,29.27,27.69,86.237,29.27,87.61999999999999,1.7642,0.30078124999999994,210,210,210
CELL_06,aggressive,211,2025-01-22 01:39:44,3.567,2.922,4.242,8.807,10.996,48.64,52.39,1.45,98.62,30.74,34.39,86.157,30.74,97.17,1.7614,0.6030150753768844,211,211,211
CELL_06,aggressive,212,2025-01-22 04:06:12,3.578,3.049,4.188,8.446,12.491,46.81,52.11,10.43,97.27,32.2,30.32,86.112,32.2,86.84,1.6892,0.28158220024721875,212,212,212
CELL_06,aggressive,213,2025-01-22 06:12:31,3.66,3.034,4.225,8.411,11.86,42.03,47.68,2.87,97.34,41.18,32.99,86.057,41.18,94.47,1.6822,0.345317483328501,213,213,213
CELL_06,aggressive,214,2025-01-22 08:00:28,3.616,3.037,4.219,9.706,14.035,44.83,48.08,5.8,96.37,33.92,27.08,85.989,33.92,90.57000000000001,1.9411999999999998,0.2730422730422731,214,214,214
CELL_06,aggressive,215,2025-01-22 10:51:53,3.661,3.074,4.226,9.415,12.965,46.04,51.59,2.37,97.76,31.95,35.39,85.902,31.95,95.39,1.8829999999999998,0.3245070422535211,215,215,215
CELL_06,aggressive,216,2025-01-22 13:20:22,3.572,2.908,4.218,9.353,13.225,46.03,49.14,0.0,98.8,33.93,28.85,85.818,33.93,98.8,1.8706,0.33832644628099173,216,216,216
CELL_06,aggressive,217,2025-01-22 15:43:08,3.649,3.063,4.231,9.348,13.764,46.49,52.56,0.0,97.72,33.06,27.71,85.739,33.06,97.72,1.8696000000000002,0.2644927536231884,217,217,217
CELL_06,aggressive,218,2025-01-22 18:04:20,3.609,2.912,4.263,9.395,12.502,41.67,45.65,2.57,98.11,36.16,27.74,85.658,36.16,95.54,1.879,0.43482458963630494,218,218,218
CELL_06,aggressive,219,2025-01-22 20:09:08,3.618,3.033,4.217,8.312,10.194,43.85,48.95,8.33,99.16,33.72,33.52,85.602,33.72,90.83,1.6623999999999999,0.6291179596174277,219,219,219
CELL_06,aggressive,220,2025-01-22 22:43:25,3.623,3.029,4.206,8.277,10.724,42.07,48.8,6.97,99.84,35.96,31.96,85.54,35.96,92.87,1.6553999999999998,0.48099713935431143,220,220,220
CELL_06,aggressive,221,2025-01-23 01:01:22,3.562,2.97,4.238,8.511,12.419,42.21,47.67,0.0,97.04,32.86,33.52,85.467,32.86,97.04,1.7022,0.3244626407369498,221,221,221
CELL_06,aggressive,222,2025-01-23 03:36:57,3.601,3.046,4.205,9.557,14.15,46.4,50.74,0.0,98.76,32.01,27.85,85.392,32.01,98.76,1.9114,0.25234051817983894,222,222,222
CELL_06,aggressive,223,2025-01-23 05:32:23,3.594,2.933,4.206,8.605,12.656,45.37,51.27,0.0,97.21,34.84,37.6,85.332,34.84,97.21,1.721,0.3142433966921749,223,223,223
CELL_06,aggressive,224,2025-01-23 07:43:16,3.642,2.986,4.269,8.396,11.745,46.36,50.57,0.0,97.72,31.22,32.61,85.256,31.22,97.72,1.6792000000000002,0.38309943266646773,224,224,224
CELL_06,aggressive,225,2025-01-23 10:00:07,3.531,2.926,4.188,8.899,11.805,42.83,47.74,4.78,97.55,36.58,33.95,85.174,36.58,92.77,1.7797999999999998,0.4342739160357878,225,225,225
CELL_06,aggressive,226,2025-01-23 12:18:22,3.589,2.949,4.19,9.206,11.926,46.19,52.38,4.15,98.21,32.75,27.55,85.098,32.75,94.05999999999999,1.8412,0.4562500000000001,226,226,226
CELL_06,aggressive,227,2025-01-23 14:49:50,3.583,3.019,4.183,8.458,10.449,42.47,47.28,4.24,99.98,35.74,34.24,85.049,35.74,95.74000000000001,1.6916,0.5846308387744852,227,227,227
CELL_06,aggressive,228,2025-01-23 17:23:05,3.572,3.026,4.175,9.054,11.617,45.26,51.52,0.21,99.21,32.71,31.68,84.971,32.71,99.0,1.8108,0.4483027701911821,228,228,228
CELL_06,aggressive,229,2025-01-23 19:10:46,3.588,2.9,4.2,9.249,12.756,46.76,52.7,0.0,97.16,33.55,31.66,84.906,33.55,97.16,1.8498,0.37068719703450254,229,229,229
CELL_06,aggressive,230,2025-01-23 22:08:02,3.607,3.013,4.21,9.052,11.741,44.48,48.32,0.0,97.3,42.56,34.32,84.845,42.56,97.3,1.8104,0.44514689475641506,230,230,230
CELL_06,aggressive,231,2025-01-24 00:24:28,3.602,2.902,4.253,9.172,12.435,41.94,45.43,2.88,99.75,30.18,32.96,84.789,30.18,96.87,1.8344,0.4140361630401471,231,231,231
CELL_06,aggressive,232,2025-01-24 03:28:34,3.569,2.982,4.187,9.023,11.426,44.02,48.16,3.23,98.27,31.19,33.91,84.71,31.19,95.03999999999999,1.8046,0.5014565126924677,232,232,232
CELL_06,aggressive,233,2025-01-24 06:06:24,3.596,2.933,4.256,9.439,11.346,46.09,51.68,0.77,96.34,33.59,31.01,84.617,33.59,95.57000000000001,1.8878,0.6937598321971685,233,233,233
CELL_06,aggressive,234,2025-01-24 08:45:20,3.604,3.034,4.196,9.34,12.223,45.94,52.12,2.3,96.17,32.14,31.41,84.548,32.14,93.87,1.8679999999999999,0.403052375997225,234,234,234
CELL_06,aggressive,235,2025-01-24 11:04:01,3.645,3.083,4.229,9.131,12.014,47.52,52.27,5.49,96.69,28.94,27.36,84.475,28.94,91.2,1.8262,0.39750260145681593,235,235,235
CELL_06,aggressive,236,2025-01-24 13:03:10,3.652,2.986,4.271,8.54,11.005,42.97,49.17,4.61,96.39,32.53,33.51,84.423,32.53,91.78,1.7079999999999997,0.5212981744421902,236,236,236
CELL_06,aggressive,237,2025-01-24 15:52:20,3.665,3.084,4.195,9.495,11.947,46.05,50.42,12.14,99.43,35.42,25.94,84.364,35.42,87.29,1.8989999999999998,0.453099510603589,237,237,237
CELL_06,aggressive,238,2025-01-24 18:59:09,3.663,3.052,4.26,8.704,12.24,40.72,44.28,1.87,96.22,34.47,32.9,84.323,34.47,94.35,1.7408000000000001,0.34162895927601805,238,238,238
CELL_06,aggressive,239,2025-01-24 21:21:41,3.62,2.952,4.266,8.56,10.338,46.51,49.63,2.68,99.49,35.76,35.11,84.247,35.76,96.80999999999999,1.7120000000000002,0.7390326209223853,239,239,239
CELL_06,aggressive,240,2025-01-24 23:30:05,3.666,3.078,4.228,8.768,11.273,44.82,48.64,5.78,96.03,37.96,31.3,84.186,37.96,90.25,1.7536,0.45908183632734545,240,240,240
CELL_06,aggressive,241,2025-01-25 02:36:27,3.659,3.099,4.231,8.695,11.959,46.79,50.56,0.0,97.56,34.67,33.04,84.114,34.67,97.56,1.739,0.34681372549019607,241,241,241
CELL_06,aggressive,242,2025-01-25 04:24:52,3.645,3.038,4.254,7.985,11.223,42.72,49.23,0.48,98.21,37.5,35.18,84.049,37.5,97.72999999999999,1.597,0.3755404570722667,242,242,242
CELL_06,aggressive,243,2025-01-25 05:58:56,3.615,3.037,4.215,9.507,11.722,45.84,49.2,9.96,97.69,32.75,25.01,83.967,32.75,87.72999999999999,1.9014,0.5318284424379233,243,243,243
CELL_06,aggressive,244,2025-01-25 07:43:19,3.666,3.094,4.23,9.835,12.812,47.01,53.31,0.0,96.05,31.77,31.16,83.866,31.77,96.05,1.967,0.38159220691971824,244,244,244
CELL_06,aggressive,245,2025-01-25 10:36:20,3.578,2.932,4.195,8.832,12.782,47.41,53.43,0.0,96.98,37.28,33.51,83.786,37.28,96.98,1.7664000000000002,0.3197468354430381,245,245,245
CELL_06,aggressive,246,2025-01-25 12:45:28,3.563,2.934,4.206,9.435,13.368,44.08,47.48,0.0,98.86,28.26,33.46,83.726,28.26,98.86,1.887,0.3234172387490466,246,246,246
CELL_06,aggressive,247,2025-01-25 14:57:11,3.564,2.91,4.185,9.172,11.614,47.17,50.49,14.83,99.89,26.58,27.91,83.662,26.58,85.06,1.8344,0.5221130221130219,247,247,247
CELL_06,aggressive,248,2025-01-25 17:52:15,3.602,2.997,4.233,9.115,12.648,45.28,51.06,13.59,99.74,38.39,29.29,83.595,38.39,86.14999999999999,1.823,0.34984432493631473,248,248,248
CELL_06,aggressive,249,2025-01-25 20:47:06,3.62,3.059,4.19,9.094,12.452,43.5,49.21,0.0,98.09,33.66,35.77,83.53,33.66,98.09,1.8188,0.33680762358546756,249,249,249
CELL_06,aggressive,250,2025-01-25 22:41:30,3.583,2.928,4.2,8.928,11.003,46.14,49.82,5.36,99.43,37.42,31.99,83.485,37.42,94.07000000000001,1.7856,0.6130120481927714,250,250,250
CELL_06,aggressive,251,2025-01-26 01:36:11,3.541,2.924,4.177,9.383,14.021,43.74,48.38,5.38,98.36,33.64,28.54,83.431,33.64,92.98,1.8765999999999998,0.2701595515308321,251,251,251
CELL_06,aggressive,252,2025-01-26 03:24:33,3.574,2.963,4.213,8.491,12.324,41.73,47.36,6.02,97.94,37.62,31.69,83.377,37.62,91.92,1.6982,0.32611531437516306,252,252,252
CELL_06,aggressive,253,2025-01-26 05:14:54,3.642,2.982,4.226,8.869,13.058,44.22,50.31,3.8,98.56,39.59,32.46,83.319,39.59,94.76,1.7738,0.29696825017904027,253,253,253
